Thời gian tạo đơn,Mã đơn hàng,Mã khách hàng,Tên khách hàng,Mã PKKH,Mô tả Phân Khúc Khách hàng,Mã nhóm hàng,Tên nhóm hàng,Mã mặt hàng,Tên mặt hàng,SL,Đơn giá,Thành tiền
2/5/2022 12:24,ORD0002239,CUZ01659,Thành viên mới,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/5/2022 12:24,ORD0002239,CUZ01659,Thành viên mới,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",THO,Trà hoa,THO03,Trà hoa cúc trắng,1,80000,80000
2/5/2022 12:24,ORD0002239,CUZ01659,Thành viên mới,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 12:47,ORD0002240,CUZ00403,Trần Công Danh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,2,40000,80000
2/5/2022 13:25,ORD0002241,CUZ01660,Bùi Thị Quỳnh Thư,C3,Người mua để uống không có mục đích cụ thể (45+),TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/5/2022 13:25,ORD0002241,CUZ01660,Bùi Thị Quỳnh Thư,C3,Người mua để uống không có mục đích cụ thể (45+),TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
2/5/2022 13:42,ORD0002242,CUZ00188,Đặng Hữu Tín,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,1,55000,55000
2/5/2022 13:42,ORD0002242,CUZ00188,Đặng Hữu Tín,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/5/2022 13:48,ORD0002243,CUZ00463,Phạm Thanh Hiền,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/5/2022 13:48,ORD0002243,CUZ00463,Phạm Thanh Hiền,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
2/5/2022 13:48,ORD0002243,CUZ00463,Phạm Thanh Hiền,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
2/5/2022 14:01,ORD0002244,CUZ00024,Nguyễn Văn Hiếu,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",THO,Trà hoa,THO06,Trà nhuỵ hoa nghệ tây,1,180000,180000
2/5/2022 14:01,ORD0002244,CUZ00024,Nguyễn Văn Hiếu,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
2/5/2022 14:01,ORD0002244,CUZ00024,Nguyễn Văn Hiếu,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 14:09,ORD0002245,CUZ01661,Dương Thanh Minh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/5/2022 14:09,ORD0002245,CUZ01661,Dương Thanh Minh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO06,Trà nhuỵ hoa nghệ tây,1,180000,180000
2/5/2022 14:09,ORD0002245,CUZ01661,Dương Thanh Minh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 14:23,ORD0002246,CUZ01662,Dương Phước Hưng,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,2,40000,80000
2/5/2022 15:06,ORD0002247,CUZ01663,Nguyễn Xuân Trường,C2,"Nhân viên văn phòng, người làm việc tự do (30 - 45 tuổi) ở miền Bắc mua để thử",THO,Trà hoa,THO03,Trà hoa cúc trắng,2,80000,160000
2/5/2022 15:06,ORD0002247,CUZ01663,Nguyễn Xuân Trường,C2,"Nhân viên văn phòng, người làm việc tự do (30 - 45 tuổi) ở miền Bắc mua để thử",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
2/5/2022 15:19,ORD0002248,CUZ00163,Trần Xuân Văn,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,1,55000,55000
2/5/2022 15:19,ORD0002248,CUZ00163,Trần Xuân Văn,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO06,Trà nhuỵ hoa nghệ tây,1,180000,180000
2/5/2022 15:20,ORD0002249,CUZ00409,Nguyễn Quốc Thái,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
2/5/2022 15:21,ORD0002250,CUZ01664,Tô Quốc Trung,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO05,Trà hoa Atiso,1,50000,50000
2/5/2022 15:21,ORD0002250,CUZ01664,Tô Quốc Trung,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 15:26,ORD0002251,CUZ01665,Vũ Duy Chinh,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/5/2022 15:26,ORD0002251,CUZ01665,Vũ Duy Chinh,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 15:30,ORD0002252,CUZ00761,Phan Văn Thặng,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
2/5/2022 15:30,ORD0002252,CUZ00761,Phan Văn Thặng,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
2/5/2022 15:30,ORD0002252,CUZ00761,Phan Văn Thặng,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/5/2022 15:43,ORD0002253,CUZ01666,Trịnh Lâm Trinh Nhựt,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/5/2022 15:43,ORD0002253,CUZ01666,Trịnh Lâm Trinh Nhựt,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
2/5/2022 15:43,ORD0002253,CUZ01666,Trịnh Lâm Trinh Nhựt,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 15:43,ORD0002253,CUZ01666,Trịnh Lâm Trinh Nhựt,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
2/5/2022 15:43,ORD0002254,CUZ00784,Nguyễn Anh Phước,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET04,Set 10 gói trà gừng,1,50000,50000
2/5/2022 15:43,ORD0002254,CUZ00784,Nguyễn Anh Phước,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
2/5/2022 15:43,ORD0002255,CUZ01667,Nguyễn Hoàng Long,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/5/2022 15:43,ORD0002255,CUZ01667,Nguyễn Hoàng Long,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 16:11,ORD0002256,CUZ01668,Nguyễn Duy Lân,C3,Người mua để uống không có mục đích cụ thể (45+),SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
2/5/2022 16:11,ORD0002256,CUZ01668,Nguyễn Duy Lân,C3,Người mua để uống không có mục đích cụ thể (45+),THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
2/5/2022 16:11,ORD0002256,CUZ01668,Nguyễn Duy Lân,C3,Người mua để uống không có mục đích cụ thể (45+),THO,Trà hoa,THO05,Trà hoa Atiso,1,50000,50000
2/5/2022 16:13,ORD0002257,CUZ00704,Vũ Hồng Sơn,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/5/2022 16:13,ORD0002257,CUZ00704,Vũ Hồng Sơn,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,1,55000,55000
2/5/2022 16:27,ORD0002258,CUZ01669,Đinh Thanh Thắng,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",THO,Trà hoa,THO03,Trà hoa cúc trắng,1,80000,80000
2/5/2022 16:27,ORD0002258,CUZ01669,Đinh Thanh Thắng,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
2/5/2022 16:35,ORD0002259,CUZ00377,Hà Thành Lập,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/5/2022 16:35,ORD0002259,CUZ00377,Hà Thành Lập,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
2/5/2022 16:49,ORD0002260,CUZ01670,Đống Minh Trường,C3,Người mua để uống không có mục đích cụ thể (45+),BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/5/2022 16:49,ORD0002260,CUZ01670,Đống Minh Trường,C3,Người mua để uống không có mục đích cụ thể (45+),THO,Trà hoa,THO01,Trà nụ hoa nhài trắng,1,65000,65000
2/5/2022 16:49,ORD0002260,CUZ01670,Đống Minh Trường,C3,Người mua để uống không có mục đích cụ thể (45+),TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 17:37,ORD0002261,CUZ01671,Ngô Quang Bảo,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/5/2022 17:37,ORD0002261,CUZ01671,Ngô Quang Bảo,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO05,Trà hoa Atiso,1,50000,50000
2/5/2022 17:37,ORD0002261,CUZ01671,Ngô Quang Bảo,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 17:38,ORD0002262,CUZ01672,Đoàn Văn Hữu Nhạn,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,2,40000,80000
2/5/2022 17:38,ORD0002262,CUZ01672,Đoàn Văn Hữu Nhạn,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,1,55000,55000
2/5/2022 18:04,ORD0002263,CUZ00540,Trần Quang Minh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,2,40000,80000
2/5/2022 18:04,ORD0002263,CUZ00540,Trần Quang Minh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/5/2022 18:04,ORD0002263,CUZ00540,Trần Quang Minh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
2/5/2022 18:31,ORD0002264,CUZ00613,Nguyễn Ngọc Hải,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,2,40000,80000
2/5/2022 18:31,ORD0002264,CUZ00613,Nguyễn Ngọc Hải,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
2/5/2022 18:45,ORD0002265,CUZ01673,Đoàn Thanh Tân,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO01,Trà nụ hoa nhài trắng,1,65000,65000
2/5/2022 18:45,ORD0002265,CUZ01673,Đoàn Thanh Tân,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/5/2022 18:48,ORD0002266,CUZ00616,Nguyễn Tuấn Đạt,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/5/2022 18:48,ORD0002266,CUZ00616,Nguyễn Tuấn Đạt,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
2/5/2022 18:48,ORD0002266,CUZ00616,Nguyễn Tuấn Đạt,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
2/5/2022 18:52,ORD0002267,CUZ01674,Hoàng Hiệp,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 18:55,ORD0002268,CUZ01675,Trần Hưng Thuận,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO01,Trà nụ hoa nhài trắng,1,65000,65000
2/5/2022 18:55,ORD0002268,CUZ01675,Trần Hưng Thuận,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/5/2022 19:00,ORD0002269,CUZ01676,Nguyễn Tùng Cường,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO03,Trà hoa cúc trắng,1,80000,80000
2/5/2022 19:00,ORD0002269,CUZ01676,Nguyễn Tùng Cường,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,2,18000,36000
2/5/2022 19:17,ORD0002270,CUZ00658,Vũ Thị Kim Anh,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
2/5/2022 19:17,ORD0002270,CUZ00658,Vũ Thị Kim Anh,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO05,Trà hoa Atiso,1,50000,50000
2/5/2022 19:17,ORD0002270,CUZ00658,Vũ Thị Kim Anh,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 19:36,ORD0002271,CUZ01677,Huỳnh Văn Ân,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",THO,Trà hoa,THO06,Trà nhuỵ hoa nghệ tây,1,180000,180000
2/5/2022 19:36,ORD0002271,CUZ01677,Huỳnh Văn Ân,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
2/5/2022 19:36,ORD0002271,CUZ01677,Huỳnh Văn Ân,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 19:55,ORD0002272,CUZ01678,Võ Công Thành,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
2/5/2022 19:55,ORD0002272,CUZ01678,Võ Công Thành,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 19:58,ORD0002273,CUZ00514,Nguyễn Lê Hậu,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/5/2022 19:58,ORD0002273,CUZ00514,Nguyễn Lê Hậu,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
2/5/2022 20:12,ORD0002274,CUZ00070,Trần Thế Văn,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO06,Trà nhuỵ hoa nghệ tây,1,180000,180000
2/5/2022 20:12,ORD0002274,CUZ00070,Trần Thế Văn,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
2/5/2022 20:12,ORD0002274,CUZ00070,Trần Thế Văn,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 20:29,ORD0002275,CUZ01021,Ngô Tuấn Anh,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/5/2022 20:29,ORD0002275,CUZ01021,Ngô Tuấn Anh,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",SET,Set trà,SET01,Set 10 gói trà nụ hoa nhài trắng,1,120000,120000
2/5/2022 20:29,ORD0002276,CUZ00465,Nguyễn Duy Vinh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
2/5/2022 20:29,ORD0002276,CUZ00465,Nguyễn Duy Vinh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
2/5/2022 20:37,ORD0002277,CUZ01679,Vũ Duy Khánh,C3,Người mua để uống không có mục đích cụ thể (45+),TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/5/2022 20:37,ORD0002277,CUZ01679,Vũ Duy Khánh,C3,Người mua để uống không có mục đích cụ thể (45+),TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
2/5/2022 20:37,ORD0002277,CUZ01679,Vũ Duy Khánh,C3,Người mua để uống không có mục đích cụ thể (45+),TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 20:42,ORD0002278,CUZ01680,Nguyễn Việt Phương,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
2/5/2022 20:42,ORD0002278,CUZ01680,Nguyễn Việt Phương,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 21:17,ORD0002279,CUZ00202,Bùi Tiến Thành,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
2/5/2022 21:17,ORD0002279,CUZ00202,Bùi Tiến Thành,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,3,30000,90000
2/5/2022 21:23,ORD0002280,CUZ00091,Nguyễn Minh Tâm,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",SET,Set trà,SET02,Set 10 gói trà hoa đậu biếc,1,136000,136000
2/5/2022 21:23,ORD0002280,CUZ00091,Nguyễn Minh Tâm,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TMX,Trà mix,TMX01,Trà dưỡng nhan,2,35000,70000
2/5/2022 21:38,ORD0002281,CUZ00502,Trần Anh Dũng,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
2/5/2022 21:47,ORD0002282,CUZ00396,Ngô Bình Phương Phi Vân,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET04,Set 10 gói trà gừng,1,50000,50000
2/5/2022 21:56,ORD0002283,CUZ00099,Vũ Đức Thuận,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
